,normalized monomial,chebyshev,coefficients
0,0.8935672134228343,0.582114172138581,[-1 -3  0 -3  2 -2]
1,1.2511222613387838,1.6135747415192851,[-2  1  0 -3  0 -3]
2,1.0974731782672336,0.8464413912270542,[-2  2  2 -2 -3  2]
3,0.8459926337013004,0.4274812362801761,[ 1  1  1 -3 -1  2]
4,1.6356218557052078,1.390670925493613,[-2  2  0 -2 -3 -1]
5,0.6438837196320996,0.5832400102314894,[ 0  1 -3  1  1 -3]
6,1.0935761297902324,0.951541368190276,[ 2  0 -2  2  1 -1]
7,0.8389241664644278,0.8901153542769821,[-3  1 -1  0 -3 -1]
8,2.2616276558603534,0.9689700342925937,[ 2 -3 -1  2 -3 -2]
9,1.1571428675372237,2.248502911609939,[-2 -3 -2  0 -1 -3]
10,0.9817199899482916,0.7671850074102383,[ 2  2 -2 -1  1  1]
11,1.3485041964625777,1.2212426658963944,[ 1 -1  0  2  1  1]
12,0.9274801953684942,9.583853865089374,[ 0 -2 -3 -3 -1 -2]
13,1.3173258000015333,4.050347802633797,[-2 -2 -2  2 -3  0]
14,0.7397665941757904,0.5295928081442985,[ 2  2 -1  0 -1  2]
15,1.2960697002491117,1.199039958301452,[-2 -3  0  1  0 -1]
16,0.6331183935880157,0.5959235222461122,[ 1  0  2  2 -1  1]
17,1.259471330620113,1.2778116204979186,[-3 -2 -3  2  0  1]
18,0.8152679923507232,0.6465330672259947,[-1  1  0  0  1 -2]
19,0.5328190497688495,0.6040674422395997,[ 0 -1 -3  1  0  2]
20,1.6073850427489988,0.6506960490443809,[-1  1  2  1 -3  0]
21,1.1407376156768245,1.8700160390332474,[-2 -3 -3  1 -2  1]
22,0.5137158590269794,0.6143212384092697,[-3  1 -1  1  0  1]
23,1.312953845434616,0.7528569438978324,[ 2 -3 -2 -3 -3 -3]
24,0.9305558702576016,1.1760864066313332,[-1 -1 -1 -2 -1  0]
25,1.2162639251000131,1.1218213120722091,[ 0  2  0 -1  0 -3]
26,1.0217544132344212,0.7877103315829104,[ 2  2 -1 -2 -1 -2]
27,1.649414348248917,1.2603841193319414,[-3  2  1  0 -1 -2]
28,1.5905409613014392,1.5624628982877795,[ 1  2 -1 -1 -1  1]
29,0.7895814159237015,0.6943970236581191,[ 0  2  1  1  1 -3]
30,0.8557391873321287,0.5456619877595229,[-2  0  2  2 -2  2]
31,1.1605057025435925,2.1744295360135864,[ 2 -1  2 -3  0  2]
32,1.2478834058830288,0.48159872658007324,[-3 -2 -1  1  2 -3]
33,1.5898165898947882,0.969895802627291,[ 2 -2  2  2 -1  0]
34,1.1798677702009546,1.0859526656970202,[ 0 -1 -3  1  0 -1]
35,1.4718975910791283,0.9526632040105381,[ 2  1  1  2 -3 -3]
36,0.5549296792146486,1.727533100322468,[-1 -2 -2 -1 -2 -2]
37,0.663665086164735,1.495625667303136,[-1  2 -3  0 -3  2]
38,0.7319690663261194,0.9602319299826114,[ 2 -3  0  0  0 -3]
39,0.7980095548441936,1.0199730794419752,[-2 -3 -1 -1  1 -1]
40,0.8226305680820023,0.811418777551927,[ 2  0 -2  2  0 -1]
41,0.9739090063040696,0.8241863739154637,[-2  2  1 -3 -1  1]
42,0.5105879967452042,0.5630915534002295,[-1  2  2 -1  0  2]
43,0.8455059362344223,0.5857727595374528,[-2  2 -3 -2 -3 -1]
44,0.8600565198304279,0.6409950142040587,[ 0  1 -1 -1  1 -2]
45,0.7607215194295183,1.2944914567345038,[ 0  2 -1  2 -3 -3]
46,0.8422045953788749,0.5540938633642349,[ 0 -3  0  0  0  0]
47,1.1262310624246128,1.1510962334284156,[ 1 -2 -2 -2  0  2]
48,1.2272051666899464,1.1847569905417428,[ 0  0 -1 -3 -1  1]
49,0.8146646329203434,1.2318508020003522,[ 2 -1  2  2  2  0]
50,2.0785253575199474,1.518495851417241,[-2 -1  1  2  2 -3]
51,0.7786638539682623,1.4284170058400545,[-3 -1 -1 -1 -2 -3]
52,1.6045818393553055,0.6810670830202362,[ 1 -3  1 -1 -3  1]
53,1.1106059669090935,0.757591683322274,[-2 -2  1  2 -3 -3]
54,1.4062903993227254,0.8869053593190667,[-2 -3 -3  0  2 -1]
55,1.0373846451189224,1.1576636103201106,[-1 -2  0  0 -2 -3]
56,1.208055113324129,1.4254561814215183,[-3 -1 -1  0 -2 -1]
57,1.1002303892696055,0.910222436203743,[-3  0  0 -2 -2 -1]
58,0.3847609454767049,0.41734924457566003,[ 0 -1 -2  1 -1 -1]
59,0.5260079808341814,1.1701323664624959,[ 2 -2 -3 -1 -2  2]
60,0.880181521445469,0.8553304195088708,[-2 -3  1 -2 -1  0]
61,1.7290479038839348,0.9048993944473622,[ 1  1  2  2 -3 -2]
62,1.2165246392415965,1.180574304512464,[-2  0  2  0  0 -1]
63,0.9813007811716732,0.8779171031916742,[-1  0 -3  1  1  0]
64,0.6493589924940505,1.1204459422222144,[-1  2 -3  2 -2 -1]
65,1.0917853578936798,1.0402510537912781,[ 2 -3  0 -3 -1  0]
66,1.3868430333937225,1.0911953485773267,[ 1 -2 -2 -2  2  2]
67,1.5076138422802112,1.0278470763373702,[ 2  2 -2 -1 -3  1]
68,1.0087159115693811,0.9512821102065462,[-1  2  2  1  0 -2]
69,0.976259135246658,0.394781917911922,[ 0  2  1 -3 -1 -1]
70,1.1123392240490237,1.3814170988983772,[-2 -1 -3  1 -3  0]
71,0.9037315704397939,1.1865726494394937,[ 0 -3 -2 -2  2 -1]
72,1.5883151450488677,0.8733651787982873,[-3 -3  1  2  1 -3]
73,1.0224036104922194,1.0145608093334655,[-3 -1 -2 -2 -2 -3]
74,0.611848279481695,0.5059396299484206,[ 1  0  0  0 -2 -1]
75,1.4217431910375364,0.9913406414765605,[ 1 -2 -1  2  1  2]
76,0.8362692463911925,0.8199170131331686,[ 2  1  0 -3  0  0]
77,0.8467026891726713,0.8257044426896286,[ 1 -3 -2  0 -1  2]
78,1.0098432327116065,0.7770776944219157,[ 1 -1  0  2 -1 -2]
79,1.0873501274648143,1.3874819806578544,[-1 -3  0  0 -3 -2]
80,0.9901854888271906,1.0022891346502802,[ 0 -2 -3  0  1 -3]
81,0.7978663186513172,0.8313604358938456,[ 0  2  1  1 -1 -1]
82,1.4459618419874487,0.8542328103491349,[-2  2  1  0 -3  1]
83,1.0321184377553112,1.0146679296752747,[ 2 -2 -1  1 -3 -2]
84,1.1396204936547174,0.8073555241286069,[ 1  1  0 -3 -1  0]
85,1.0223386207978236,1.4093333459352062,[-3  0  0  1 -3 -2]
86,1.0590151824904483,0.6795947399396608,[ 1 -2 -3  2  0  1]
87,1.1490491472089965,0.9528243831567275,[ 1 -2  0  1  0  0]
88,0.8228710306740679,0.5846009524661024,[-3 -3  1 -1  1 -2]
89,0.8277782588281651,0.6880149728495197,[ 0 -2 -1  0  0  1]
90,1.166403754765828,0.6837212601356683,[-3 -3  1  1  1  0]
91,1.0415130350618071,1.9265540099932734,[-1 -3 -1  2 -3  1]
92,0.7716147359504509,0.7453568352633826,[-1  1 -1  1 -1 -3]
93,0.8908766073275457,1.339363567404004,[-2  1  0 -1 -3  2]
94,1.3252869635474316,1.112942162239304,[ 2 -1 -2  1  2 -2]
95,1.13869071782359,0.8480893236626157,[ 0  1 -3 -3 -1 -1]
96,0.863123238870941,1.4557692666224977,[ 2 -2  2 -2  2 -2]
97,0.8136330633561966,0.7616989862191086,[ 1 -3 -2 -1 -1  2]
98,1.3505292885198559,1.272459703222499,[ 2  2 -2 -2 -1 -2]
99,1.2550948814810206,1.681298693043347,[ 1 -1 -3  2 -2  2]
100,1.0675392356193092,0.4567109801235659,[-1  1 -2  1  2  2]
101,1.2047951954011267,0.7137028941542598,[ 2  2 -2 -2 -2 -3]
102,1.0128084555935175,0.8692724120613372,[ 1  2  1 -2  0  2]
103,1.422123502468132,1.4668053893989306,[0 2 1 2 2 1]
104,1.1079087026047791,4.217395719574978,[ 2 -1  2  1  2 -3]
105,1.0841462902025747,0.979940041373906,[-2 -1 -2 -1  2 -1]
106,0.49659031520489916,0.4652209680054053,[ 2  2 -1  1  1 -2]
107,0.7496195379465121,0.574073550697802,[ 2  1 -2  1 -1 -1]
108,1.6535954157599386,1.3896421053031096,[-2 -3  2  0 -3 -2]
109,0.7531337498491091,0.690833707754403,[ 1 -1 -2  2 -1  0]
110,1.2499510584446476,1.1203078652240535,[ 1  2  0 -1 -3  0]
111,0.93061949133759,0.8063626087976921,[ 2  1 -2  0 -1  1]
112,1.5597888803870814,1.5935310890605618,[ 0 -2 -1  0 -2 -3]
113,0.482726642701946,0.5591999048295082,[-2 -1 -1  1 -1  2]
114,1.1752254848814256,1.1399920764573026,[ 2 -1 -3  1  0 -2]
115,1.3041163417166715,1.0903390218059525,[ 0 -1 -1 -2  2  2]
116,0.6147952415445996,0.8421340213934457,[-2  2  2  2  2 -2]
117,1.4981914338285893,1.1997686613905403,[ 1 -1 -3  1 -3  2]
118,0.7307000744725506,0.4701003116968766,[ 2  2 -2 -1  0 -3]
119,1.125481633160056,1.1291212176183454,[-3 -3  0  1 -3  1]
120,1.3524251419267292,1.2393181713086336,[ 1  0  0  2 -2  2]
121,1.307410759443754,0.7847359182747529,[ 2 -3 -1  2  0 -3]
122,1.1808600188392127,0.6213107434921246,[-1  0  1 -1  2 -3]
123,1.1275023180229355,1.0987282242536869,[ 2 -2 -1  2  1 -1]
124,0.47320814751004575,1.503291189381976,[-2  2 -1  1 -2 -2]
125,1.7875758953692193,0.6312482630478502,[-1 -2  2  2 -2 -1]
126,0.8942530115748683,2.4067177763343306,[-3 -2 -2 -2 -2  2]
127,2.0215902990499846,1.6816931213300437,[-3 -3  1 -1  2 -3]
128,2.411920145622362,0.9284335599974579,[ 2 -2 -2  0 -3  1]
129,1.3810507485671903,1.1796770732625048,[ 0  2 -3 -1 -1  2]
130,0.9155287039881632,0.9874651824858849,[2 1 0 0 1 1]
131,0.8011181817068547,0.8743826480998792,[ 0 -3  1 -1  2  1]
132,1.613461137969303,1.2416524130918503,[-3 -2  2  0 -1  1]
133,1.0114422397269887,1.3847661273337135,[ 2 -1 -2 -3  0 -3]
