,normalized monomial,chebyshev,coefficients
134,1.1100860703703033,0.9882936206395485,[ 2 -2 -2  2 -3 -3]
135,1.0265795084994866,1.350575723454039,[ 1 -3 -2  1 -3 -3]
136,0.5460583699614433,0.9466415268650943,[ 0  2 -3  0 -2  1]
137,0.7372809482154105,0.8247945902793484,[ 1 -1  0  1  2 -2]
138,1.2069696585604357,0.8680503884992419,[ 2  2  2  2 -1 -2]
139,0.42196364382901813,0.2301924827590936,[ 1 -3  1 -3  2  0]
140,0.8353467520857594,0.6391893062224565,[ 2  2 -2 -1 -2  0]
141,1.4672814830182066,0.9054251011792017,[-3 -3 -3  1  2  0]
142,1.1365109000449967,1.569086474292305,[-3 -1 -1  2 -3  2]
143,0.8349302588426201,2.235864136032461,[ 2 -2 -2 -3 -1 -3]
144,0.7204160258631181,0.6791350849918685,[-1 -3  2 -1  0  0]
145,1.451150351331641,2.155363811478163,[-1  2  2 -3 -3 -2]
146,1.3973666550621369,3.086774504165221,[-3 -3 -2  0 -3  1]
147,1.3424575684531441,1.9462537134839608,[-2  1  1 -3 -2 -3]
148,1.7119299344596803,0.8196046487677022,[-3 -3 -3  2  1 -3]
149,0.7000334095812226,0.9276346717072536,[ 0 -1 -3  0 -1  2]
150,1.7935652327395804,1.8856942823068878,[-2 -2  0  1 -3  0]
151,0.854475144812129,4.426736898774298,[-1  0 -3  1 -2 -2]
152,0.6842978083678193,0.624234574974565,[-2 -1  0  1  0  2]
153,0.8040589890336145,0.7163175934053116,[-1  0  0 -1  0  1]
154,1.0833427544415517,5.44635788463207,[ 1 -3 -2 -3 -3 -3]
155,1.5429951321738447,1.1977194643853726,[ 0 -3 -3 -3  2  1]
156,1.1786164554191905,1.1905888824965771,[ 0  0 -1  0  0  0]
157,1.6372828177664853,1.5110151883127008,[ 0 -1 -2  1 -2 -1]
158,1.4546490408176564,1.4716291663166268,[-2 -2  0 -1  0  1]
159,1.4415732837046498,0.9276049668976909,[-3 -3  2 -3  1 -3]
160,0.6672525175402532,2.480127042515393,[ 0 -3 -3 -2 -3 -2]
161,1.1795550664483476,1.0351716613224438,[-2 -1 -3  1 -3 -2]
162,0.9585856964845473,1.0953528705238502,[0 0 2 0 2 0]
163,0.890834302321052,0.7193222127816051,[ 2  0 -2 -2 -1  1]
164,0.5161844009745783,0.5557758149157689,[ 0  1 -2  1  0 -2]
165,1.2486547455512962,0.543375953923054,[ 2 -3 -2  2  2 -1]
166,1.167157015218196,0.8114579253959249,[ 2  0 -1  1 -2 -1]
167,0.9926999017864085,0.8675876974992474,[ 0 -1  0  1  0 -2]
168,0.7283672511285363,0.7370645742679818,[ 0  1  0  1 -1  2]
169,0.8163076465053277,0.8332077881635122,[-2  0 -1 -1 -1 -2]
170,0.7186924899381129,0.5441385228370107,[-3 -1 -3  0  1  2]
171,0.5632969178055535,4.382604672129723,[ 1  1 -3  1 -2  2]
172,0.9130093810899016,0.8830662891692477,[ 0  0 -1  0  1  0]
173,1.490721084571907,1.211782623474567,[ 2 -3  1  2  0  1]
174,0.7315412341601092,0.6975050716578027,[ 2  0  1 -2  0  2]
175,1.435243593091256,1.0390379948998703,[ 0  0 -3 -3 -3 -1]
176,0.748171701936224,0.6793146987568344,[ 2  1 -2 -1  1 -2]
177,0.6937712511980343,0.45481196296780246,[-3  0  2  0 -3 -3]
178,0.8886460797051474,0.61656172984385,[ 2 -3 -2 -3  0  1]
179,0.9225635087706482,0.7592487044871961,[-1 -1  2  0 -2  0]
180,0.8586330117153824,0.8963910341475668,[-3  1 -3  1  0 -2]
181,0.644510078977307,0.5395130183575773,[-3  2  2  1  2  2]
182,1.2059839629079514,0.6216071989249661,[-2  2  0 -3  1 -3]
183,0.6201314890635912,0.49794872820952835,[ 2  1  2 -1 -1  0]
184,1.4755131447913086,1.1558452182622299,[ 2  1 -3 -3 -3  0]
185,1.3433771639789296,1.9988824894914436,[ 1  0 -3  2 -2  0]
186,0.9294858345661198,0.8033832745760136,[ 2 -2  1 -2 -2  1]
187,0.8076633648165746,0.4418196800208316,[-2 -1  2  2 -1  1]
188,0.6325015376720248,0.3745484241235889,[ 2 -2  2 -2 -2 -1]
189,0.5539873461086253,0.4841404494059674,[-2 -1 -1  2  0  0]
190,1.211180389028117,0.7275494010067148,[-2  2 -1 -1 -3 -1]
191,1.354010248819847,1.353050914176558,[ 2 -2 -2  2  2  2]
192,0.8586578094479645,0.8074620584113569,[-1  0  2 -1  0  0]
193,0.7178751939353599,0.6184807580491087,[ 2 -1  2 -3 -2 -3]
194,1.2138777373834941,1.0099997747648601,[ 1 -3  0  2  1  2]
195,0.5548405472103355,1.3626729513838753,[-3  0 -3  0 -3 -2]
196,1.1934331518638484,0.7215612806551113,[ 2  2  0 -3 -2  1]
197,0.801378939811086,0.7660184970045595,[-2 -2  2 -3  1  0]
198,0.8962425061446652,0.7572413351376859,[ 0  2 -1 -2 -2  1]
199,0.917744808693326,0.9144395423117294,[-3  0 -1  2 -2  0]
200,0.6841198930117204,0.6401629140157312,[-1 -1  1 -3 -2  1]
201,0.6945007806307826,0.553880315212163,[ 1  2 -3  0  1 -2]
202,1.1273595049097072,1.6153725919302075,[ 1  0 -2  2  0  1]
203,0.8800336383199028,0.7640079049481704,[ 2 -3  2 -3 -1  2]
204,0.6824774365776376,0.4622634797720166,[ 0 -1 -3 -3  0 -2]
205,1.0302269876742374,0.9780372876598863,[ 2 -3  0  0  0 -3]
206,1.0056263723515027,0.7110488118107215,[-2  0  1  2  0 -2]
207,1.1368641836656375,1.005483749787189,[ 2  1 -1 -2  1 -2]
208,0.7646139117358985,1.3350352291674312,[ 0  0  2  0  0 -3]
209,0.800856220258832,0.9761784119519251,[-2  1 -1  1  0 -3]
210,1.1393303971366935,1.6625944420426073,[-2  2  1  1 -1  0]
211,1.441775776428334,0.7954377727652143,[ 1  2 -1 -2 -3 -3]
212,1.2673800444321994,1.5228205182871486,[-2 -1  2 -2  1 -2]
213,0.5539858377975787,1.3980060045173006,[-3 -3  2 -3  0  2]
214,0.9850625281531401,1.4797605089250592,[ 0 -2 -1 -3 -2 -3]
215,0.6593606291002757,0.5834981521632475,[ 0  0  1  0  1 -3]
216,1.2185398876685876,1.2474091657893678,[ 1  0 -1 -1  0 -3]
217,0.873722203328481,1.3047177176186455,[-2  0 -2 -3  0  0]
218,1.7765285916348093,1.279888182285392,[ 1 -3 -1  2 -1  2]
219,1.3032473295531994,2.456798283443092,[ 2  2  2 -3  2  0]
220,0.8448200321112685,0.859487849461502,[-1 -2 -3 -1  0  0]
221,1.4779528548877052,5.855127129428883,[ 2 -1 -3 -3 -3 -3]
222,1.1489059953107719,0.7665869973452965,[-1  0 -3 -1  1 -3]
223,1.2938570808038432,0.8706649389389771,[-3  1 -2 -3  2  2]
224,1.2418697543109836,1.1831081475590122,[-1 -3  2 -1 -1 -2]
225,0.6153330081653435,0.7004725119120921,[-3 -2  0  0 -1 -2]
226,0.9197531223151973,1.119057695987788,[ 2 -3 -1 -1 -3 -2]
227,0.6849199564656275,0.6840931149059987,[-1  2 -2 -1  0  1]
228,0.763117362772752,0.5389061765417614,[-1 -3  2  1  0  2]
229,1.219600687474831,0.6713234882779442,[ 1  2  2 -1 -2 -3]
230,0.8462317590356168,0.9813998294310731,[ 1 -2 -3 -2 -2  1]
231,0.8461826636346244,0.814152501354162,[-2 -2  1  0 -1  2]
232,0.9604894563739151,0.9188189907324817,[-3  1  1  2 -1 -3]
233,0.3912547017005744,0.69108671860874,[-2  0 -1  1 -2  0]
234,1.1327505799199395,0.5971021050054455,[ 2 -3 -2  1 -3  1]
235,1.1495773226157018,0.8375920156668377,[-3  0 -3  1  0  2]
236,1.337142315692313,1.125044959587368,[ 1  1 -1  1 -1  2]
237,0.8865723980250115,0.7979075942379859,[ 2  1 -3 -2 -1 -3]
238,0.7682513369309872,0.5879220837214512,[-2 -3  2 -2  0  0]
239,0.7240747157375338,2.4126094342629267,[ 0 -3  0  0 -3  1]
240,0.8142247058023107,1.1095044250043755,[-1  2  0 -1 -2  1]
241,0.8215562639505434,0.720139725413782,[-2  1  0 -3  0  0]
242,1.7431416144072107,0.9009393623660815,[-3  1 -1 -3  1  2]
243,0.9800840142309013,0.8345847262457857,[ 0 -2  0  1 -3  1]
244,1.1790547427394467,0.7218869078844392,[ 1 -1 -3 -2  2  0]
245,0.933648157580614,2.1928147030456064,[ 2  2  2  0  2 -3]
246,1.414023570098659,1.017747470263399,[-1 -1 -1 -3  2  0]
247,1.983155351858277,1.123612205996546,[-3 -2 -1  1  2  1]
248,0.7700974895793378,0.769559550572151,[-3 -3  1 -1 -1  1]
249,1.2643326210663544,1.0101914691813232,[-1  2  1 -2 -2  0]
250,0.8426229306091921,0.9310546381708337,[ 1 -3 -2 -3  0 -1]
251,0.8877663695255471,0.6360475108892482,[ 0  1 -1  0 -2  1]
252,1.268067098840482,0.9468013071788803,[ 2  1  0  2 -2  2]
253,0.9457056986615581,1.1066229837393076,[ 2  2 -3  2  2  1]
254,1.1208613820093958,1.1397770283393325,[-1 -1  0  2 -1  1]
255,1.6558417419086524,1.2528759454088925,[ 1 -3 -3 -1 -3 -3]
256,1.031706455151924,1.2574926401334245,[-2  1 -1  2 -3  2]
257,1.0056750585128174,1.0258836959367683,[-3 -1 -1  2  1  1]
258,0.5233860336322308,0.7141096012768693,[-3  0 -1  2 -2  0]
259,1.7878780392718165,1.5365571747655866,[ 0 -2 -3  2 -1  1]
260,1.6132111353589602,1.017100536665648,[ 2 -3  1  2 -3  2]
261,1.3005083077159125,1.3082316684037032,[-3  0 -1 -3 -1 -1]
262,1.0179923487052225,1.0189873054777747,[0 2 0 1 1 2]
263,1.6689464342096083,1.0420022994463276,[-1 -2 -3  2  1  2]
264,0.47694484270542,0.40830766519558537,[ 1  0 -2  0  0 -1]
265,1.0475017838979161,0.8440461968487432,[ 1 -3 -1  2  2  2]
266,1.2188817252325739,1.5954447626587343,[ 1  2  2 -2  2 -3]
267,1.659566671712316,1.3110031200815147,[-2  1 -3  0  2  1]
268,1.419766757700757,1.0454977525948603,[ 1  0  1  2 -3 -1]
269,1.3079315181602191,2.25540592327123,[ 1  0 -1 -3 -3 -3]
270,0.8383151330331786,0.6491284763780418,[-2 -1 -1 -2 -2 -2]
271,1.274192098369877,1.0093346942770618,[-1  2 -3 -1  2  1]
272,0.8360937092966203,1.648147117354274,[-2 -1 -2  2 -1 -2]
273,0.8924588739570188,0.6608187835582006,[ 1 -1 -2  2  0  0]
274,1.3436495016821393,1.4212235171468428,[ 1 -2 -2 -3  0  0]
275,0.8734268107572525,0.8455333052243248,[ 2  2 -3  2  2 -2]
276,0.7948257135721615,1.0043619523933314,[ 1 -2 -1  1 -2 -3]
277,0.691420731324367,0.7111131292582867,[ 0  0 -2  0  1 -2]
278,0.882716771425894,1.8814218031937795,[ 1 -3 -3  0  0 -3]
279,0.9328507019841813,0.7043401580272817,[ 0 -1  0 -3  2 -1]
280,1.2468841660789185,1.1148396683376558,[-1  0 -3 -1 -3  2]
281,0.7249111239163942,0.6594354028911784,[-2  2 -3 -1  0  0]
282,1.0583615767626484,1.1859310539640786,[ 0  2  2  0 -1  2]
283,1.3409368271883826,0.8391486981293562,[ 2  0  1 -2 -3 -3]
284,0.9314276629126235,0.5457344262537378,[ 2 -2 -2  0  1 -3]
285,1.4739179210819235,2.45054269643782,[-1  2 -3 -3 -3  1]
286,1.779597570113046,1.4957746668091163,[-1  2  1 -1  1 -1]
287,0.9907454084244149,0.9332459096366471,[ 0 -3 -1  2 -1 -1]
288,1.0863223937609106,1.2543984602086675,[ 1 -2  2  1  1 -1]
289,2.1126665553803696,0.5752229305221076,[ 2  2  0 -1 -3  0]
290,1.0826254854754753,1.3259203491246685,[ 0 -1 -2  1  0 -3]
291,1.5595757873976441,1.525153738425117,[-1  2  2 -2 -3 -1]
292,0.7626517590684446,0.8944326153113263,[ 0 -2  0  0  1  0]
293,1.1495791769154367,0.8371121709476521,[ 0  1 -1 -2  2 -3]
294,1.3505293828075278,1.0651241097697062,[ 2 -2 -3 -3  2 -1]
295,1.5168656962503662,1.0703975097594158,[ 2  2 -3 -2 -3  1]
296,0.7401055032237073,0.5389900544980337,[ 2 -2 -1  2 -2  2]
297,1.8820815380286153,1.809998332839192,[ 0  1  1  2 -2 -2]
298,1.2524133621138407,1.852245506357196,[-2  0 -3 -3  2  0]
299,0.9503171481645482,2.185637396842766,[ 1  1 -3 -3 -1  0]
300,0.8858873666845464,1.5762554223427916,[ 1 -3  0 -3 -2 -2]
301,1.4682766273689283,1.2196806472812074,[ 2  2 -2  2  1 -2]
302,1.5477317342236008,0.8676096593829167,[-3  2 -3 -3  0 -3]
303,0.8344583933633769,0.6786355007094073,[-2  1 -3 -2  2  0]
304,1.0204101583964358,0.5788102682493032,[ 2 -1 -1  1  0 -2]
305,1.0402357930240698,0.6045142496983311,[ 2  2 -3 -3  2  0]
306,0.8165965216493704,0.6609350111551602,[-1  2  2  2 -1  2]
307,0.6120696622196077,1.0117058811747162,[-1  1 -1  2  0  2]
308,0.9054908246098748,0.8777959564029392,[-2  0  2 -1  0  2]
309,0.7529029337699885,1.625065786625467,[-3  1 -2 -2 -3  2]
310,1.2035967514450596,0.8713716634003448,[ 2 -1  0  1 -2 -2]
311,0.6232623436453261,1.1716830188546536,[ 1 -1  1 -3  1 -2]
312,1.549234087868083,1.3784159402316674,[ 2  0  1  1 -1  2]
313,0.6333513201544778,0.8108292506822935,[-2 -2  1 -1  1 -3]
314,1.7565547675830975,1.282924743416702,[-1  1  1 -1 -2 -1]
315,1.3253629559256968,1.0994388052783344,[-3  1  2 -3  2  2]
316,1.041616271809772,0.8720525103223774,[ 1 -3  1 -3 -2  1]
317,0.9120004505201573,0.8674409060379399,[ 1 -3 -1 -2  1  0]
318,1.2606329759421182,1.268919242579672,[ 2  0  1 -3 -1 -3]
319,0.9914879598409364,0.6725827974020022,[ 1 -1 -1  2 -1  1]
320,1.223701276260456,1.0529641839895565,[ 2  2  2  1 -2  1]
321,1.1207057792525648,1.128113676637745,[ 0 -3  0  1  1 -3]
322,1.8479716798282497,0.9004861554578389,[-3 -3 -3  2  2 -1]
323,1.2737838218154551,1.1059097620116976,[-3 -1 -1  2  2  2]
324,1.8048834845932151,0.729507097678351,[-1 -3  0  2  1  0]
325,1.595609932157255,0.6884148165618593,[ 0 -3 -2  2  2  0]
326,0.6629260271497893,0.6043835122665774,[ 1 -1 -2  0  0 -2]
327,1.0473329237934774,1.0066385474730657,[ 2 -1 -2 -3  1  2]
328,0.5030714713655415,0.47407390199415206,[-3  2  2  2  0  2]
329,1.3370649009175857,0.41134128307092355,[ 2  1 -2 -3 -2 -2]
330,0.8781269769677422,0.8441169591154059,[ 0  2 -1  0 -2 -1]
331,0.8296017149729232,0.9108395526101325,[-3 -2  0 -3  0  1]
332,0.35370352867415916,0.669047905324503,[ 2 -1  2  0  1 -3]
333,0.8330390769868438,0.7056744230623142,[ 2  0  2 -1 -1 -3]
334,0.646939146306182,0.8865544448033095,[-2 -3 -2  1 -2 -1]
335,1.5429639355498235,1.2464487934836803,[-3 -1  2 -1 -1 -1]
336,0.9778163302530852,1.3778841534663582,[ 0 -1  0 -2  2  1]
337,0.8866206454792942,0.9370888297144943,[ 2 -1  1  1  0  1]
338,0.42229559019832186,0.38394160772516145,[ 0 -2  1  0  2 -3]
339,1.1005897080961948,0.9946300069388744,[-1  0 -2  2  0  0]
340,0.903367318629025,1.1139891854534671,[ 0 -3 -3  0  1 -1]
341,0.8114352035879847,0.44146557868787517,[ 1 -3 -1  2 -1 -1]
342,1.380597193492622,0.43241273602408875,[-2  2  1 -1  2  0]
343,1.11031082044193,0.8923072197107927,[-3 -2  1  0  2 -3]
344,0.8649393675882117,1.8919195240490319,[ 0  0 -1 -1 -3  1]
345,1.1445504961734716,0.8080919046528376,[ 2 -3 -1  0  1  1]
346,0.95124421932213,1.183976999302355,[ 1  0  2 -3  1 -2]
347,0.9647255879490488,0.8535339856606212,[ 1 -1  2  1 -3  1]
348,0.7963227923229241,4.864936360133853,[-2  0 -2  2 -3  2]
349,0.897565222541147,1.3397370860120785,[-3  2  0  1  0  1]
350,0.853123222220606,1.114536896338698,[-1 -3  2 -3 -2  0]
351,0.8682240857768405,0.6335618934608835,[-3  1  1 -2  1  0]
352,0.9109417222880187,3.0262147697650708,[ 1 -2  0 -1 -3  0]
353,1.970109754711471,1.0027365033173454,[ 2  2 -2 -3  0  1]
354,1.2263483837665803,2.124839497103545,[ 0 -3  2 -2 -3 -1]
355,1.1420809235552414,1.161551381127211,[ 0  2 -2  2 -2 -3]
356,0.5495986349795401,0.5420503696006166,[-2 -2 -2 -2 -2  1]
357,0.8645018686958845,0.7085201363578401,[ 2 -2  1 -1 -2 -2]
358,0.8099096703582959,0.8031783364578485,[ 1  0 -2 -1  0 -1]
359,0.9960945406306172,1.2661224301315752,[ 1  2 -1  2 -3  1]
360,1.1751904143180016,3.7569048831298266,[-2 -1 -2 -3 -2  2]
361,1.419012037497216,0.6854268489527984,[-1 -2  0  2  1  1]
362,1.351960617729052,1.408497883666118,[-1  1 -1  1 -1  0]
363,1.3382224759647965,1.501344498466644,[-1 -1  1 -3  2  2]
364,1.4975983262047616,0.7969539056823837,[ 0  2  2 -3  1  2]
365,0.6697163875497619,0.33866976483365807,[ 0  2  1 -3 -2 -2]
366,1.0696287603265953,2.604212687963634,[-2  2 -3 -3 -3  0]
367,1.120147392862361,1.670962499352968,[ 2 -1 -2 -3  2 -2]
368,0.8796744252842418,1.7014238615069375,[ 2  1  1 -2  0 -2]
369,0.849363748448789,4.2804970174654295,[-1  2  0  2 -3  0]
